Passengers,Fare,Itinerary,Subs Itinerary 1,Subs Itinerary 2,Subs Itinerary 3
2,59.0,"(47,)",,,
2,59.0,"(694,)","(695,)",,
1,118.0,"(690, 4)",,,
1,118.0,"(690, 31)",,,
6,118.0,"(714, 468)",,,
37,59.0,"(712,)",,,
37,59.0,"(485,)","(484,)",,
10,59.0,"(720,)",,,
10,59.0,"(593,)",,,
1,59.0,"(729,)",,,
1,59.0,"(760,)",,,
14,59.0,"(430,)",,,
2,59.0,"(743,)",,,
9,59.0,"(67,)",,,
6,59.0,"(56,)",,,
6,59.0,"(426,)",,,
3,59.0,"(5,)",,,
1,59.0,"(267,)",,,
1,59.0,"(417,)",,,
1,59.0,"(284,)",,,
11,59.0,"(275,)",,,
11,59.0,"(445,)",,,
1,59.0,"(276,)",,,
10,59.0,"(663,)",,,
7,59.0,"(280,)",,,
2,59.0,"(290,)",,,
2,59.0,"(755,)",,,
6,59.0,"(265,)",,,
6,59.0,"(361,)",,,
4,59.0,"(262,)","(263,)",,
4,59.0,"(195,)",,,
3,59.0,"(216,)",,,
1,59.0,"(198,)",,,
2,59.0,"(168,)",,,
2,59.0,"(118,)",,,
1,59.0,"(212,)",,,
4,59.0,"(196,)",,,
4,59.0,"(263,)","(262,)",,
5,59.0,"(215,)",,,
1,59.0,"(81,)",,,
2,59.0,"(165,)",,,
2,59.0,"(112,)",,,
19,59.0,"(224,)",,,
19,59.0,"(601,)",,,
3,59.0,"(253,)",,,
3,59.0,"(754,)",,,
13,59.0,"(204,)",,,
13,59.0,"(358,)",,,
4,59.0,"(248,)",,,
4,59.0,"(735,)",,,
2,59.0,"(221,)",,,
2,59.0,"(526,)",,,
16,59.0,"(90,)",,,
16,59.0,"(439,)",,,
2,59.0,"(95,)",,,
2,59.0,"(641,)",,,
1,59.0,"(91,)",,,
1,59.0,"(598,)",,,
11,59.0,"(99,)",,,
11,59.0,"(745,)",,,
2,59.0,"(343,)",,,
7,59.0,"(86,)",,,
7,59.0,"(302,)",,,
1,59.0,"(211,)",,,
2,59.0,"(61,)",,,
2,59.0,"(428,)",,,
9,59.0,"(627,)",,,
9,59.0,"(481,)",,,
2,59.0,"(625,)",,,
2,59.0,"(235,)",,,
1,59.0,"(68,)",,,
1,59.0,"(1,)",,,
8,59.0,"(71,)",,,
8,59.0,"(431,)",,,
7,59.0,"(406,)",,,
7,59.0,"(24,)",,,
1,59.0,"(420,)",,,
1,59.0,"(462,)",,,
6,59.0,"(411,)",,,
6,59.0,"(272,)",,,
42,59.0,"(121,)",,,
2,59.0,"(124,)","(123,)",,
5,59.0,"(118,)",,,
5,59.0,"(168,)",,,
9,59.0,"(321,)",,,
9,59.0,"(451,)",,,
3,59.0,"(538,)",,,
6,59.0,"(329,)",,,
6,59.0,"(756,)",,,
9,59.0,"(320,)",,,
9,59.0,"(304,)",,,
12,59.0,"(536,)",,,
12,59.0,"(470,)",,,
3,118.0,"(533, 486)",,,
1,59.0,"(538,)",,,
4,59.0,"(551,)",,,
4,59.0,"(40,)",,,
75,59.0,"(569,)",,,
75,59.0,"(473,)","(423, 38)",,
1,59.0,"(559,)",,,
1,59.0,"(333,)",,,
6,59.0,"(579,)",,,
5,59.0,"(552,)",,,
5,59.0,"(116,)",,,
1,59.0,"(596,)",,,
1,59.0,"(738,)",,,
5,59.0,"(759,)",,,
6,59.0,"(557,)",,,
6,59.0,"(307,)",,,
5,59.0,"(591,)",,,
5,59.0,"(722,)",,,
3,59.0,"(611,)",,,
3,59.0,"(688,)",,,
8,59.0,"(281,)",,,
4,59.0,"(601,)",,,
4,59.0,"(225,)",,,
1,59.0,"(513,)",,,
6,59.0,"(116,)",,,
6,59.0,"(552,)",,,
2,59.0,"(505,)",,,
2,59.0,"(31,)",,,
12,59.0,"(510,)",,,
12,59.0,"(465,)",,,
11,59.0,"(276,)",,,
1,59.0,"(514,)",,,
3,59.0,"(375,)",,,
1,59.0,"(622,)",,,
1,59.0,"(480,)",,,
1,59.0,"(385,)",,,
1,59.0,"(676,)",,,
1,59.0,"(737,)",,,
1,59.0,"(380,)",,,
1,59.0,"(355,)",,,
1,59.0,"(202,)",,,
2,59.0,"(734,)",,,
2,59.0,"(245,)",,,
1,59.0,"(295,)",,,
1,59.0,"(10,)",,,
8,59.0,"(306,)",,,
8,59.0,"(320,)",,,
2,59.0,"(299,)",,,
2,59.0,"(85,)",,,
1,59.0,"(761,)",,,
1,59.0,"(50,)",,,
28,59.0,"(763,)",,,
28,59.0,"(499,)",,,
13,59.0,"(314,)",,,
13,59.0,"(446,)",,,
2,59.0,"(318,)",,,
2,59.0,"(367,)",,,
5,59.0,"(447,)","(448,)",,
1,59.0,"(531,)",,,
4,59.0,"(380,)",,,
5,59.0,"(662,)",,,
2,59.0,"(383,)",,,
1,59.0,"(658,)",,,
1,59.0,"(236,)",,,
1,150.0,"(736,)",,,
1,150.0,"(289,)",,,
1,150.0,"(539,)",,,
3,150.0,"(759,)",,,
1,150.0,"(757,)",,,
1,150.0,"(389,)",,,
3,150.0,"(674,)","(673,)",,
3,150.0,"(240,)",,,
1,150.0,"(463,)",,,
1,150.0,"(420,)",,,
4,150.0,"(457,)",,,
4,150.0,"(373,)",,,
2,150.0,"(488,)",,,
2,150.0,"(712,)",,,
2,150.0,"(213,)",,,
1,150.0,"(639,)",,,
1,150.0,"(96,)",,,
2,150.0,"(38,)",,,
2,150.0,"(551,)",,,
1,150.0,"(12,)",,,
1,150.0,"(340,)",,,
2,150.0,"(47,)",,,
2,150.0,"(689,)",,,
1,150.0,"(4,)",,,
1,150.0,"(158,)",,,
1,150.0,"(723,)",,,
1,150.0,"(594,)",,,
5,150.0,"(286,)",,,
2,150.0,"(662,)",,,
4,150.0,"(265,)",,,
4,150.0,"(361,)",,,
2,150.0,"(158,)",,,
2,150.0,"(4,)",,,
2,150.0,"(239,)",,,
2,150.0,"(671,)",,,
4,150.0,"(198,)",,,
1,150.0,"(170,)",,,
1,150.0,"(118,)",,,
1,150.0,"(213,)",,,
1,150.0,"(215,)",,,
1,150.0,"(523,)",,,
2,150.0,"(237,)",,,
2,150.0,"(655,)",,,
1,150.0,"(92,)",,,
1,150.0,"(598,)",,,
2,150.0,"(364,)",,,
1,150.0,"(78,)",,,
1,150.0,"(700,)",,,
2,150.0,"(323,)",,,
2,150.0,"(455,)",,,
2,150.0,"(555,)",,,
2,150.0,"(278,)",,,
5,150.0,"(552,)",,,
5,150.0,"(117,)",,,
1,150.0,"(560,)",,,
1,150.0,"(382,)",,,
1,150.0,"(609,)",,,
1,150.0,"(598,)",,,
1,150.0,"(92,)",,,
1,150.0,"(600,)",,,
1,150.0,"(228,)",,,
2,150.0,"(117,)",,,
2,150.0,"(552,)",,,
3,150.0,"(346,)",,,
1,150.0,"(509,)",,,
1,150.0,"(30,)",,,
1,150.0,"(512,)",,,
1,150.0,"(465,)",,,
1,150.0,"(276,)",,,
1,150.0,"(514,)",,,
1,150.0,"(519,)",,,
1,150.0,"(376,)","(385, 681)",,
1,150.0,"(215,)",,,
4,150.0,"(373,)",,,
4,150.0,"(457,)",,,
2,150.0,"(394,)",,,
2,150.0,"(757,)",,,
1,150.0,"(763,)",,,
1,150.0,"(501,)","(502,)",,
1,150.0,"(200,)",,,
2,150.0,"(657,)",,,
2,150.0,"(237,)",,,
1,199.0,"(737,)",,,
1,199.0,"(735,)",,,
1,199.0,"(756,)",,,
1,199.0,"(743,)",,,
5,199.0,"(744,)",,,
7,199.0,"(759,)",,,
21,199.0,"(754,)",,,
9,199.0,"(665,)",,,
8,199.0,"(683,)",,,
4,199.0,"(667,)",,,
3,199.0,"(462,)",,,
6,199.0,"(470,)",,,
7,199.0,"(452,)",,,
2,199.0,"(481,)",,,
3,199.0,"(465,)",,,
4,199.0,"(424,)",,,
1,199.0,"(430,)",,,
3,199.0,"(436,)",,,
9,199.0,"(438,)",,,
4,199.0,"(473,)","(423, 38)",,
15,199.0,"(457,)",,,
3,199.0,"(497,)",,,
2,199.0,"(639,)",,,
9,199.0,"(653,)","(652,)",,
3,199.0,"(23,)",,,
18,199.0,"(45,)",,,
1,199.0,"(29,)",,,
1,199.0,"(43,)",,,
3,199.0,"(0,)",,,
2,199.0,"(39,)",,,
3,199.0,"(12,)",,,
1,199.0,"(51,)",,,
4,199.0,"(32,)",,,
2,199.0,"(3,)",,,
1,199.0,"(520,)",,,
7,199.0,"(285,)",,,
3,199.0,"(276,)",,,
3,199.0,"(260,)",,,
5,199.0,"(277,)",,,
2,199.0,"(280,)",,,
2,199.0,"(265,)",,,
2,199.0,"(263,)","(262,)",,
2,199.0,"(158,)",,,
2,199.0,"(217,)",,,
6,199.0,"(238,)",,,
4,199.0,"(200,)",,,
3,199.0,"(170,)",,,
8,199.0,"(214,)",,,
3,199.0,"(232,)",,,
24,199.0,"(190,)","(189,)",,
1,199.0,"(196,)",,,
3,199.0,"(215,)",,,
5,199.0,"(162,)",,,
1,199.0,"(211,)",,,
13,199.0,"(222,)",,,
1,199.0,"(225,)",,,
7,199.0,"(259,)",,,
5,199.0,"(207,)",,,
2,199.0,"(742,)",,,
5,199.0,"(738,)",,,
10,199.0,"(60,)",,,
9,199.0,"(88,)",,,
3,199.0,"(83,)",,,
7,199.0,"(91,)",,,
8,199.0,"(103,)",,,
1,199.0,"(85,)",,,
5,199.0,"(81,)",,,
4,199.0,"(62,)",,,
1,199.0,"(624,)",,,
3,199.0,"(633,)",,,
9,199.0,"(625,)",,,
2,199.0,"(71,)",,,
3,199.0,"(401,)",,,
1,199.0,"(412,)",,,
2,199.0,"(421,)",,,
4,199.0,"(122,)",,,
1,199.0,"(126,)","(127,)",,
4,199.0,"(118,)",,,
1,199.0,"(332,)",,,
3,199.0,"(322,)",,,
8,199.0,"(326,)",,,
2,199.0,"(320,)",,,
12,199.0,"(538,)",,,
4,199.0,"(551,)",,,
3,199.0,"(578,)",,,
2,199.0,"(553,)",,,
1,199.0,"(559,)",,,
4,199.0,"(552,)",,,
3,199.0,"(588,)",,,
8,199.0,"(560,)",,,
8,199.0,"(556,)",,,
17,199.0,"(604,)",,,
3,199.0,"(609,)",,,
16,199.0,"(597,)",,,
1,199.0,"(610,)",,,
2,199.0,"(600,)",,,
1,199.0,"(623,)",,,
3,199.0,"(522,)",,,
29,199.0,"(155,)","(154,)",,
4,199.0,"(512,)",,,
4,199.0,"(363,)",,,
2,199.0,"(341,)",,,
5,199.0,"(386,)",,,
6,199.0,"(373,)",,,
8,199.0,"(369,)",,,
6,199.0,"(361,)",,,
1,199.0,"(376,)","(385, 681)",,
14,199.0,"(343,)",,,
5,199.0,"(347,)",,,
1,199.0,"(382,)",,,
1,199.0,"(381,)",,,
2,199.0,"(390,)",,,
3,199.0,"(354,)",,,
1,199.0,"(763,)",,,
1,199.0,"(524,)",,,
2,199.0,"(523,)",,,
4,199.0,"(318,)",,,
4,199.0,"(319,)",,,
2,199.0,"(530,)",,,
4,199.0,"(527,)",,,
10,199.0,"(663,)",,,
8,199.0,"(659,)",,,
2,471.0,"(475,)",,,
1,471.0,"(558,)",,,
1,471.0,"(308,)",,,
2,49.0,"(614,)",,,
2,49.0,"(737,)",,,
3,49.0,"(735,)",,,
3,49.0,"(248,)",,,
7,49.0,"(756,)",,,
7,49.0,"(329,)",,,
14,49.0,"(518,)",,,
3,49.0,"(743,)",,,
8,49.0,"(744,)",,,
8,49.0,"(104,)",,,
15,49.0,"(759,)",,,
4,49.0,"(679,)",,,
5,49.0,"(688,)",,,
5,49.0,"(611,)",,,
11,49.0,"(677,)",,,
11,49.0,"(387,)",,,
3,49.0,"(531,)",,,
2,49.0,"(422,)",,,
2,49.0,"(28,)",,,
3,49.0,"(461,)",,,
3,49.0,"(419,)",,,
6,49.0,"(472,)",,,
6,49.0,"(532,)",,,
11,49.0,"(456,)",,,
11,49.0,"(322,)",,,
1,49.0,"(122,)",,,
9,49.0,"(481,)",,,
9,49.0,"(629,)",,,
3,49.0,"(443,)",,,
3,49.0,"(275,)",,,
4,49.0,"(424,)",,,
4,49.0,"(53,)","(52,)","(54,)","(55,)"
1,49.0,"(427,)",,,
1,49.0,"(61,)",,,
6,49.0,"(440,)",,,
6,49.0,"(87,)",,,
5,49.0,"(442,)",,,
5,49.0,"(115,)",,,
1,49.0,"(446,)",,,
1,49.0,"(314,)",,,
17,49.0,"(478,)",,,
17,49.0,"(572,)",,,
3,49.0,"(497,)",,,
3,49.0,"(763,)",,,
7,49.0,"(741,)",,,
7,49.0,"(739,)",,,
7,49.0,"(250,)",,,
4,49.0,"(653,)","(652,)",,
4,49.0,"(586,)",,,
10,49.0,"(24,)",,,
10,49.0,"(410,)",,,
12,49.0,"(36,)",,,
3,49.0,"(316,)",,,
19,49.0,"(28,)",,,
19,49.0,"(422,)",,,
15,49.0,"(5,)",,,
9,49.0,"(31,)",,,
9,49.0,"(506,)",,,
4,49.0,"(0,)",,,
4,49.0,"(69,)",,,
1,49.0,"(2,)",,,
1,49.0,"(79,)",,,
12,49.0,"(40,)",,,
12,49.0,"(549,)",,,
7,49.0,"(51,)",,,
7,49.0,"(761,)",,,
8,49.0,"(8,)",,,
8,49.0,"(297,)",,,
3,49.0,"(3,)",,,
3,49.0,"(158,)",,,
2,98.0,"(693, 29)",,,
2,49.0,"(430,)",,,
2,49.0,"(743,)",,,
21,49.0,"(53,)","(52,)","(54,)","(55,)"
21,49.0,"(425,)",,,
8,49.0,"(5,)",,,
10,49.0,"(274,)",,,
10,49.0,"(443,)",,,
5,49.0,"(276,)",,,
2,49.0,"(279,)",,,
2,49.0,"(553,)",,,
16,49.0,"(282,)",,,
4,49.0,"(290,)",,,
4,49.0,"(755,)",,,
53,49.0,"(265,)",,,
53,49.0,"(361,)",,,
25,49.0,"(262,)","(263,)",,
25,49.0,"(194,)",,,
2,49.0,"(158,)",,,
2,49.0,"(4,)",,,
6,49.0,"(219,)",,,
2,49.0,"(200,)",,,
19,49.0,"(196,)",,,
19,49.0,"(264,)",,,
1,49.0,"(81,)",,,
7,49.0,"(159,)",,,
7,49.0,"(109,)","(110,)",,
2,49.0,"(520,)",,,
1,49.0,"(251,)",,,
1,49.0,"(739,)",,,
2,49.0,"(521,)",,,
5,49.0,"(236,)",,,
5,49.0,"(658,)",,,
9,49.0,"(225,)",,,
9,49.0,"(602,)",,,
10,49.0,"(207,)",,,
10,49.0,"(357,)",,,
1,49.0,"(245,)",,,
1,49.0,"(734,)",,,
5,49.0,"(247,)",,,
5,49.0,"(735,)",,,
4,49.0,"(221,)",,,
4,49.0,"(525,)",,,
13,49.0,"(89,)",,,
13,49.0,"(438,)",,,
4,49.0,"(82,)",,,
4,49.0,"(260,)",,,
6,49.0,"(95,)",,,
6,49.0,"(641,)",,,
4,49.0,"(104,)",,,
4,49.0,"(744,)",,,
8,49.0,"(85,)",,,
8,49.0,"(302,)",,,
6,49.0,"(81,)",,,
2,49.0,"(211,)",,,
22,49.0,"(631,)",,,
22,49.0,"(481,)",,,
5,98.0,"(631, 492)",,,
7,49.0,"(633,)",,,
7,49.0,"(583,)",,,
3,49.0,"(68,)",,,
3,49.0,"(0,)",,,
3,49.0,"(72,)",,,
3,49.0,"(434,)",,,
1,49.0,"(406,)",,,
1,49.0,"(14,)",,,
12,49.0,"(420,)",,,
12,49.0,"(458,)",,,
1,49.0,"(421,)",,,
1,49.0,"(210,)",,,
34,49.0,"(119,)",,,
12,49.0,"(126,)","(127,)",,
12,49.0,"(646,)",,,
7,49.0,"(118,)",,,
7,49.0,"(168,)",,,
4,49.0,"(332,)",,,
4,49.0,"(559,)",,,
18,49.0,"(321,)",,,
18,49.0,"(451,)",,,
9,49.0,"(538,)",,,
6,49.0,"(329,)",,,
6,49.0,"(756,)",,,
6,49.0,"(320,)",,,
6,49.0,"(303,)",,,
10,49.0,"(33,)",,,
4,49.0,"(533,)",,,
4,49.0,"(466,)",,,
7,49.0,"(548,)",,,
7,49.0,"(38,)",,,
22,49.0,"(564,)",,,
22,49.0,"(477,)",,,
3,98.0,"(570, 487)",,,
2,49.0,"(581,)",,,
2,49.0,"(632,)",,,
2,49.0,"(554,)",,,
2,49.0,"(279,)",,,
2,49.0,"(559,)",,,
2,49.0,"(330,)",,,
2,49.0,"(65,)",,,
18,49.0,"(552,)",,,
18,49.0,"(116,)",,,
3,49.0,"(586,)",,,
3,49.0,"(651,)",,,
3,49.0,"(596,)",,,
3,49.0,"(738,)",,,
5,49.0,"(758,)",,,
9,49.0,"(556,)",,,
9,49.0,"(309,)",,,
8,49.0,"(612,)",,,
8,49.0,"(687,)",,,
1,98.0,"(608, 492)",,,
10,49.0,"(280,)",,,
4,49.0,"(605,)",,,
2,49.0,"(613,)",,,
9,49.0,"(603,)",,,
9,49.0,"(225,)",,,
3,49.0,"(514,)",,,
33,49.0,"(115,)",,,
33,49.0,"(442,)",,,
11,49.0,"(117,)",,,
11,49.0,"(552,)",,,
1,49.0,"(344,)",,,
11,49.0,"(113,)",,,
11,49.0,"(162,)",,,
7,49.0,"(508,)",,,
7,49.0,"(30,)",,,
2,49.0,"(512,)",,,
2,49.0,"(465,)",,,
2,49.0,"(276,)",,,
2,49.0,"(514,)",,,
32,49.0,"(519,)",,,
2,49.0,"(215,)",,,
1,49.0,"(384,)",,,
1,49.0,"(677,)",,,
8,49.0,"(368,)",,,
8,49.0,"(318,)",,,
7,49.0,"(361,)",,,
7,49.0,"(265,)",,,
3,49.0,"(377,)","(386, 682)",,
2,49.0,"(383,)",,,
1,49.0,"(381,)",,,
1,49.0,"(606,)",,,
2,49.0,"(388,)",,,
2,49.0,"(757,)",,,
2,49.0,"(737,)",,,
1,49.0,"(380,)",,,
1,49.0,"(357,)",,,
1,49.0,"(207,)",,,
1,49.0,"(734,)",,,
1,49.0,"(245,)",,,
10,49.0,"(297,)",,,
10,49.0,"(6,)",,,
1,49.0,"(303,)",,,
1,49.0,"(320,)",,,
4,49.0,"(298,)",,,
4,49.0,"(85,)",,,
8,49.0,"(761,)",,,
8,49.0,"(51,)",,,
15,49.0,"(763,)",,,
15,49.0,"(502,)","(501,)",,
10,49.0,"(197,)",,,
13,49.0,"(219,)",,,
4,49.0,"(314,)",,,
4,49.0,"(446,)",,,
2,49.0,"(200,)",,,
4,49.0,"(531,)",,,
1,49.0,"(380,)",,,
3,49.0,"(528,)",,,
3,49.0,"(220,)",,,
1,49.0,"(383,)",,,
4,49.0,"(660,)",,,
4,49.0,"(237,)",,,
3,49.0,"(610,)",,,
2,420.0,"(679,)",,,
1,420.0,"(44,)",,,
1,420.0,"(665,)",,,
1,726.0,"(742, 203)",,,
5,363.0,"(96,)",,,
5,363.0,"(644,)",,,
1,341.0,"(90,)",,,
1,341.0,"(441,)",,,
1,199.5,"(736,)",,,
1,199.5,"(289,)",,,
5,199.5,"(751,)",,,
5,199.5,"(98,)",,,
1,199.5,"(758,)",,,
1,199.5,"(757,)",,,
1,199.5,"(388,)",,,
3,199.5,"(753,)",,,
3,199.5,"(259,)",,,
2,199.5,"(665,)",,,
2,199.5,"(46,)",,,
2,199.5,"(679,)",,,
1,199.5,"(682,)",,,
1,199.5,"(668,)",,,
1,199.5,"(242,)",,,
3,199.5,"(679,)",,,
1,199.5,"(452,)",,,
1,199.5,"(324,)",,,
4,199.5,"(457,)",,,
4,199.5,"(374,)",,,
1,199.5,"(214,)",,,
3,199.5,"(642,)",,,
3,199.5,"(93,)",,,
2,199.5,"(653,)","(652,)",,
2,199.5,"(587,)",,,
1,199.5,"(44,)",,,
1,199.5,"(665,)",,,
3,199.5,"(316,)",,,
2,199.5,"(12,)",,,
2,199.5,"(340,)",,,
2,199.5,"(430,)",,,
1,199.5,"(743,)",,,
1,199.5,"(274,)",,,
1,199.5,"(445,)",,,
2,199.5,"(663,)",,,
6,199.5,"(265,)",,,
6,199.5,"(361,)",,,
1,199.5,"(216,)",,,
10,199.5,"(214,)",,,
1,199.5,"(235,)",,,
1,199.5,"(625,)",,,
3,199.5,"(60,)",,,
31,199.5,"(179,)",,,
31,199.5,"(151,)","(150,)",,
6,199.5,"(523,)",,,
1,199.5,"(520,)",,,
1,199.5,"(222,)",,,
4,199.5,"(742,)",,,
1,199.5,"(237,)",,,
1,199.5,"(661,)",,,
1,199.5,"(539,)",,,
1,199.5,"(225,)",,,
1,199.5,"(602,)",,,
1,199.5,"(255,)",,,
1,199.5,"(753,)",,,
1,199.5,"(202,)",,,
1,199.5,"(359,)",,,
1,199.5,"(245,)",,,
1,199.5,"(734,)",,,
2,199.5,"(742,)",,,
1,199.5,"(60,)",,,
1,199.5,"(88,)",,,
1,199.5,"(441,)",,,
2,199.5,"(96,)",,,
2,199.5,"(642,)",,,
14,199.5,"(92,)",,,
14,199.5,"(597,)",,,
6,199.5,"(343,)",,,
2,199.5,"(81,)",,,
8,199.5,"(362,)",,,
1,199.5,"(635,)","(636,)",,
1,199.5,"(728,)",,,
2,199.5,"(625,)",,,
2,199.5,"(234,)",,,
1,199.5,"(71,)",,,
1,199.5,"(436,)",,,
1,199.5,"(118,)",,,
1,199.5,"(171,)",,,
1,199.5,"(333,)",,,
1,199.5,"(559,)",,,
4,199.5,"(325,)",,,
4,199.5,"(450,)",,,
5,199.5,"(538,)",,,
4,199.5,"(326,)",,,
4,199.5,"(756,)",,,
3,199.5,"(320,)",,,
3,199.5,"(303,)",,,
1,199.5,"(543,)",,,
1,199.5,"(41,)",,,
1,199.5,"(559,)",,,
1,199.5,"(330,)",,,
3,199.5,"(588,)",,,
3,199.5,"(653,)","(652,)",,
1,199.5,"(596,)",,,
1,199.5,"(738,)",,,
4,199.5,"(758,)",,,
3,199.5,"(560,)",,,
3,199.5,"(382,)",,,
8,199.5,"(223,)",,,
2,199.5,"(604,)",,,
5,199.5,"(597,)",,,
5,199.5,"(91,)",,,
1,199.5,"(610,)",,,
1,199.5,"(277,)",,,
24,199.5,"(139,)",,,
24,199.5,"(185,)","(186,)",,
4,199.5,"(517,)",,,
4,199.5,"(370,)",,,
4,199.5,"(457,)",,,
2,199.5,"(375,)",,,
1,199.5,"(761,)",,,
1,199.5,"(48,)",,,
2,199.5,"(763,)",,,
2,199.5,"(498,)",,,
2,199.5,"(524,)",,,
1,199.5,"(662,)",,,
1,183.0,"(735,)",,,
1,183.0,"(247,)",,,
1,183.0,"(518,)",,,
1,183.0,"(747,)",,,
1,183.0,"(107,)",,,
4,183.0,"(758,)",,,
1,183.0,"(619,)",,,
1,183.0,"(757,)",,,
1,183.0,"(390,)",,,
7,183.0,"(754,)",,,
7,183.0,"(254,)",,,
12,183.0,"(664,)",,,
12,183.0,"(46,)",,,
8,183.0,"(679,)",,,
2,183.0,"(286,)",,,
6,183.0,"(685,)",,,
4,183.0,"(678,)",,,
4,183.0,"(384,)",,,
1,183.0,"(666,)",,,
1,183.0,"(238,)",,,
1,183.0,"(446,)",,,
1,183.0,"(314,)",,,
7,183.0,"(457,)",,,
7,183.0,"(373,)",,,
2,183.0,"(493,)",,,
2,183.0,"(714,)",,,
1,183.0,"(739,)",,,
1,183.0,"(250,)",,,
1,183.0,"(21,)",,,
1,183.0,"(407,)",,,
2,183.0,"(46,)",,,
2,183.0,"(664,)",,,
3,183.0,"(40,)",,,
3,183.0,"(546,)",,,
3,183.0,"(12,)",,,
3,183.0,"(341,)",,,
1,183.0,"(47,)",,,
1,183.0,"(693,)",,,
1,183.0,"(57,)",,,
1,183.0,"(698,)",,,
1,183.0,"(267,)",,,
1,183.0,"(417,)",,,
2,183.0,"(276,)",,,
5,183.0,"(260,)",,,
5,183.0,"(83,)",,,
3,183.0,"(662,)",,,
4,183.0,"(265,)",,,
4,183.0,"(361,)",,,
2,183.0,"(217,)",,,
1,183.0,"(240,)",,,
1,183.0,"(675,)",,,
3,183.0,"(199,)",,,
3,183.0,"(212,)",,,
4,183.0,"(234,)",,,
4,183.0,"(625,)",,,
1,183.0,"(60,)",,,
17,183.0,"(189,)","(190,)",,
17,183.0,"(153,)",,,
1,183.0,"(201,)",,,
6,183.0,"(215,)",,,
1,183.0,"(520,)",,,
3,183.0,"(237,)",,,
3,183.0,"(660,)",,,
7,183.0,"(226,)",,,
7,183.0,"(601,)",,,
5,183.0,"(254,)",,,
5,183.0,"(752,)",,,
2,183.0,"(248,)",,,
2,183.0,"(735,)",,,
3,183.0,"(221,)",,,
3,183.0,"(529,)",,,
1,183.0,"(742,)",,,
1,183.0,"(60,)",,,
6,183.0,"(89,)",,,
6,183.0,"(440,)",,,
9,183.0,"(96,)",,,
9,183.0,"(639,)",,,
5,183.0,"(91,)",,,
5,183.0,"(597,)",,,
15,183.0,"(98,)",,,
15,183.0,"(747,)",,,
2,183.0,"(343,)",,,
1,183.0,"(81,)",,,
6,183.0,"(604,)",,,
3,183.0,"(362,)",,,
1,183.0,"(628,)",,,
1,183.0,"(481,)",,,
1,183.0,"(632,)",,,
1,183.0,"(580,)",,,
1,183.0,"(634,)",,,
1,183.0,"(623,)",,,
9,183.0,"(625,)",,,
9,183.0,"(235,)",,,
3,183.0,"(71,)",,,
3,183.0,"(434,)",,,
8,183.0,"(122,)",,,
2,183.0,"(118,)",,,
2,183.0,"(168,)",,,
2,183.0,"(330,)",,,
2,183.0,"(559,)",,,
10,183.0,"(322,)",,,
10,183.0,"(451,)",,,
2,183.0,"(538,)",,,
1,183.0,"(328,)",,,
1,183.0,"(756,)",,,
1,183.0,"(320,)",,,
1,183.0,"(303,)",,,
2,183.0,"(538,)",,,
1,183.0,"(543,)",,,
1,183.0,"(42,)",,,
10,183.0,"(561,)","(562,)",,
10,183.0,"(479,)",,,
1,183.0,"(554,)",,,
1,183.0,"(279,)",,,
9,183.0,"(559,)",,,
9,183.0,"(330,)",,,
3,183.0,"(524,)",,,
7,183.0,"(587,)",,,
7,183.0,"(649,)",,,
8,183.0,"(596,)",,,
8,183.0,"(738,)",,,
4,183.0,"(758,)",,,
20,183.0,"(560,)",,,
20,183.0,"(382,)",,,
6,183.0,"(558,)",,,
6,183.0,"(308,)",,,
8,183.0,"(590,)",,,
8,183.0,"(721,)",,,
5,183.0,"(222,)",,,
6,183.0,"(604,)",,,
2,183.0,"(282,)",,,
1,183.0,"(598,)",,,
1,183.0,"(91,)",,,
1,183.0,"(610,)",,,
2,183.0,"(619,)",,,
2,183.0,"(600,)",,,
2,183.0,"(228,)",,,
1,183.0,"(117,)",,,
1,183.0,"(552,)",,,
39,183.0,"(139,)",,,
39,183.0,"(172,)",,,
3,183.0,"(680,)",,,
2,183.0,"(609,)",,,
4,183.0,"(376,)","(385, 681)",,
3,183.0,"(374,)",,,
3,183.0,"(457,)",,,
1,183.0,"(360,)",,,
1,183.0,"(209,)",,,
2,183.0,"(761,)",,,
2,183.0,"(48,)",,,
4,183.0,"(763,)",,,
4,183.0,"(501,)","(502,)",,
2,183.0,"(314,)",,,
2,183.0,"(446,)",,,
3,183.0,"(524,)",,,
1,183.0,"(523,)",,,
4,183.0,"(200,)",,,
3,183.0,"(32,)",,,
3,183.0,"(528,)",,,
3,183.0,"(220,)",,,
3,183.0,"(663,)",,,
6,183.0,"(657,)",,,
6,183.0,"(236,)",,,
1,112.0,"(614,)",,,
2,112.0,"(735,)",,,
2,112.0,"(248,)",,,
2,112.0,"(381,)",,,
1,112.0,"(755,)",,,
1,112.0,"(293,)",,,
1,112.0,"(745,)",,,
1,112.0,"(99,)",,,
1,112.0,"(760,)",,,
1,112.0,"(733,)",,,
2,112.0,"(665,)",,,
2,112.0,"(44,)",,,
2,224.0,"(668, 179)",,,
3,224.0,"(675, 259)",,,
2,112.0,"(679,)",,,
1,112.0,"(445,)",,,
1,112.0,"(275,)",,,
3,112.0,"(436,)",,,
3,112.0,"(71,)",,,
4,112.0,"(483,)",,,
4,112.0,"(715,)",,,
2,112.0,"(16,)",,,
2,112.0,"(410,)",,,
